filename	source_file	source_page	original_url	sha256	dimensions
no_dodo_001.jpg	Ploceus velatus beak open.jpg	https://commons.wikimedia.org/wiki/File:Ploceus_velatus_beak_open.jpg	https://upload.wikimedia.org/wikipedia/commons/4/45/Ploceus_velatus_beak_open.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	b2ad7ef0c5d5ecec04240a0a5e349756ec973c1fd64c4ff9fcfa0d10ba14619d	224x224
no_dodo_002.jpg	Female house sparrow at Kodai.jpg	https://commons.wikimedia.org/wiki/File:Female_house_sparrow_at_Kodai.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b3/Female_house_sparrow_at_Kodai.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	c365428b272ef750a7d5dc2d8c73ce6183af926999dae83695dd480529d34ebb	224x224
no_dodo_003.jpg	Swallow-tailed bee-eater (Merops hirundineus chrysolaimus).jpg	https://commons.wikimedia.org/wiki/File:Swallow-tailed_bee-eater_(Merops_hirundineus_chrysolaimus).jpg	https://upload.wikimedia.org/wikipedia/commons/9/97/Swallow-tailed_bee-eater_%28Merops_hirundineus_chrysolaimus%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	cb3103b566b832b592c4c355d6199e8af60c0d10c98cb3b855c0c7ad9ea6adda	224x224
no_dodo_004.jpg	Cattle tyrant (Machetornis rixosa) on Capybara.jpg	https://commons.wikimedia.org/wiki/File:Cattle_tyrant_(Machetornis_rixosa)_on_Capybara.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e1/Cattle_tyrant_%28Machetornis_rixosa%29_on_Capybara.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	2edfac98c3e5e95b2487b46ba9845f21df6e1e664b540e1b18bb4e41ff975e8a	224x224
no_dodo_005.jpg	Green heron in PP (14296).jpg	https://commons.wikimedia.org/wiki/File:Green_heron_in_PP_(14296).jpg	https://upload.wikimedia.org/wikipedia/commons/d/d7/Green_heron_in_PP_%2814296%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	d8a584b7e4eeb94933f9e7201fbc5cde6cd6ae3ae4906d9424e1edf16dafbe76	224x224
no_dodo_006.jpg	Asian pied starlings (Gracupica contra).jpg	https://commons.wikimedia.org/wiki/File:Asian_pied_starlings_(Gracupica_contra).jpg	https://upload.wikimedia.org/wikipedia/commons/c/c8/Asian_pied_starlings_%28Gracupica_contra%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	1e13578c3ee1bc14aa5a13f982adbb224399e9795e449355a80c2de889dc7e82	224x224
no_dodo_007.jpg	Melanerpes-erythrocephalus-003.jpg	https://commons.wikimedia.org/wiki/File:Melanerpes-erythrocephalus-003.jpg	https://upload.wikimedia.org/wikipedia/commons/9/94/Melanerpes-erythrocephalus-003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	7104dc2e59e1b982b07de400c7347094cbc36c252878e32d1df40165f14aa496	224x224
no_dodo_008.jpg	Grey-breasted mountain toucan (Andigena hypoglauca) Caldas.jpg	https://commons.wikimedia.org/wiki/File:Grey-breasted_mountain_toucan_(Andigena_hypoglauca)_Caldas.jpg	https://upload.wikimedia.org/wikipedia/commons/6/6d/Grey-breasted_mountain_toucan_%28Andigena_hypoglauca%29_Caldas.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	47dd616bf21b08c4a51b4a32efe87a663d5ba8387730120cb538c15ff2120b44	224x224
no_dodo_009.jpg	Oregon Junco in Kelowna, BC.jpg	https://commons.wikimedia.org/wiki/File:Oregon_Junco_in_Kelowna,_BC.jpg	https://upload.wikimedia.org/wikipedia/commons/b/bf/Oregon_Junco_in_Kelowna%2C_BC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	99dd941be6c59bf878f905400c03480c80bb0c8d5a6e3eb736f0be4e3450a47a	224x224
no_dodo_010.jpg	Southern rough-winged swallow (Stelgidopteryx ruficollis ruficollis).JPG	https://commons.wikimedia.org/wiki/File:Southern_rough-winged_swallow_(Stelgidopteryx_ruficollis_ruficollis).JPG	https://upload.wikimedia.org/wikipedia/commons/8/83/Southern_rough-winged_swallow_%28Stelgidopteryx_ruficollis_ruficollis%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	e5a0e408d9284383a4c67eec0b86f5c2d32c13b8b3c141bcf009b6e088b92fac	224x224
no_dodo_011.jpg	Bank myna (Acridotheres ginginianus).jpg	https://commons.wikimedia.org/wiki/File:Bank_myna_(Acridotheres_ginginianus).jpg	https://upload.wikimedia.org/wikipedia/commons/8/8f/Bank_myna_%28Acridotheres_ginginianus%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	1f544e32a1f4801f10c9a3e13ac4361981980babfa1790ac390b526c7016971d	224x224
no_dodo_012.jpg	Landsvale.jpg	https://commons.wikimedia.org/wiki/File:Landsvale.jpg	https://upload.wikimedia.org/wikipedia/commons/2/24/Landsvale.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	24593c00f64084f324f2ea5f018c21a018ba976d3d02ed7b5c1092e73439cf8f	224x224
no_dodo_013.jpg	Purple roller (Coracias naevius mosambicus).jpg	https://commons.wikimedia.org/wiki/File:Purple_roller_(Coracias_naevius_mosambicus).jpg	https://upload.wikimedia.org/wikipedia/commons/e/e4/Purple_roller_%28Coracias_naevius_mosambicus%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	5fa988efaba389759fa21ae3923dac6f44069c60004a86eb02c71ee6c8ec48b0	224x224
no_dodo_014.jpg	Sitta-carolinensis-001.jpg	https://commons.wikimedia.org/wiki/File:Sitta-carolinensis-001.jpg	https://upload.wikimedia.org/wikipedia/commons/0/09/Sitta-carolinensis-001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	366f57279db0fc550074a8560511786dc7339aef7200649750b5d34057cafc2e	224x224
no_dodo_015.jpg	Great egret in GWC (43539).jpg	https://commons.wikimedia.org/wiki/File:Great_egret_in_GWC_(43539).jpg	https://upload.wikimedia.org/wikipedia/commons/1/11/Great_egret_in_GWC_%2843539%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	4015b3b4cd9c9ebe07e77f69e5dbc23b2d24f5f0d9919b41a54d43a2c9d098a9	224x224
no_dodo_016.jpg	Sitta europaea wildlife 3.jpg	https://commons.wikimedia.org/wiki/File:Sitta_europaea_wildlife_3.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e1/Sitta_europaea_wildlife_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	0e7caa09383d0de8160a033046b5b713b892a092a16d04036559450f0a343435	224x224
no_dodo_017.jpg	Golden-crowned kinglet at JBWR (11835).jpg	https://commons.wikimedia.org/wiki/File:Golden-crowned_kinglet_at_JBWR_(11835).jpg	https://upload.wikimedia.org/wikipedia/commons/d/db/Golden-crowned_kinglet_at_JBWR_%2811835%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	a92896ac4033f72042d235e0aa5f7ea0df433d5b38a2707e9bd4031a0147ddd3	224x224
no_dodo_018.jpg	Western tanager in Chelsea (75305)2-2.jpg	https://commons.wikimedia.org/wiki/File:Western_tanager_in_Chelsea_(75305)2-2.jpg	https://upload.wikimedia.org/wikipedia/commons/e/ec/Western_tanager_in_Chelsea_%2875305%292-2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	79d90f4664040ad27d034b0bc40c204319ac321f1c0ebbbab2e4fedeb3d980cf	224x224
no_dodo_019.jpg	Kittywakes (Rissa tridactyla) hunting fish at a glacier on Svalbard.jpg	https://commons.wikimedia.org/wiki/File:Kittywakes_(Rissa_tridactyla)_hunting_fish_at_a_glacier_on_Svalbard.jpg	https://upload.wikimedia.org/wikipedia/commons/a/a3/Kittywakes_%28Rissa_tridactyla%29_hunting_fish_at_a_glacier_on_Svalbard.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	e9cea4ee93128d4a4f42f192fcf46997734d7a788e1c816a29cc3b689b7b6f3b	224x224
no_dodo_020.jpg	Mejsene fodres-4.jpg	https://commons.wikimedia.org/wiki/File:Mejsene_fodres-4.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b6/Mejsene_fodres-4.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	5b2e063dc83599445ea64b0bc9b4633bee7da58afcf7398094c2033c209bb05c	224x224
no_dodo_021.jpg	Brown thrasher in CP (02147).jpg	https://commons.wikimedia.org/wiki/File:Brown_thrasher_in_CP_(02147).jpg	https://upload.wikimedia.org/wikipedia/commons/f/fb/Brown_thrasher_in_CP_%2802147%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	a62f5abd6faca3283bebf0a87bb73c0e4a905466f8dc33dd02ab45c8a652f58f	224x224
no_dodo_022.jpg	Great Blue Heron 0887.jpg	https://commons.wikimedia.org/wiki/File:Great_Blue_Heron_0887.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e1/Great_Blue_Heron_0887.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	816cc78294aa55dc926ea7f17369b65ff26713ad007d163994a3b464a714d424	224x224
no_dodo_023.jpg	Sitta canadensis CT3.jpg	https://commons.wikimedia.org/wiki/File:Sitta_canadensis_CT3.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e1/Sitta_canadensis_CT3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	a6072f4138dfdf1a53ab63ddb8358881fca4d3a49e90dc236c44982a7b08cb8b	224x224
no_dodo_024.jpg	Dromaius novaehollandiae (head) Battersea Park Children's Zoo.jpg	https://commons.wikimedia.org/wiki/File:Dromaius_novaehollandiae_(head)_Battersea_Park_Children%27s_Zoo.jpg	https://upload.wikimedia.org/wikipedia/commons/5/57/Dromaius_novaehollandiae_%28head%29_Battersea_Park_Children%27s_Zoo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	e5f57844f557a8729dc02f4efb3e5be924740c9f2bef9906e4afc012867e7942	224x224
no_dodo_025.jpg	Hornbill Zazu Chitwa South Africa Luca Galuzzi 2004.JPG	https://commons.wikimedia.org/wiki/File:Hornbill_Zazu_Chitwa_South_Africa_Luca_Galuzzi_2004.JPG	https://upload.wikimedia.org/wikipedia/commons/6/66/Hornbill_Zazu_Chitwa_South_Africa_Luca_Galuzzi_2004.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	2ea01397b1b5e9c9269de3dbc2c7bc0aeb3ada0f3c0baf6bb396cfa7379cbfd1	224x224
no_dodo_026.jpg	Turkey vulture (Cathartes aura) in flight.JPG	https://commons.wikimedia.org/wiki/File:Turkey_vulture_(Cathartes_aura)_in_flight.JPG	https://upload.wikimedia.org/wikipedia/commons/4/40/Turkey_vulture_%28Cathartes_aura%29_in_flight.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	7ab9581c3e2877d203bd73fc6959e45505bb5dd64260282279d6e969be209a93	224x224
no_dodo_027.jpg	FringillaCoelebsFemale.jpg	https://commons.wikimedia.org/wiki/File:FringillaCoelebsFemale.jpg	https://upload.wikimedia.org/wikipedia/commons/7/77/FringillaCoelebsFemale.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	ea62139099ddd877f399b96a80ae971380fef01d5cfe387d72c0176b9ebb3cab	224x224
no_dodo_028.jpg	Canada goose flight cropped and NR.jpg	https://commons.wikimedia.org/wiki/File:Canada_goose_flight_cropped_and_NR.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e4/Canada_goose_flight_cropped_and_NR.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	b1a141627bbd9e902fcae18b00fb2d8fff94a29eb2ebdd5c4800db01e74c962f	224x224
no_dodo_029.jpg	Giant Kingfisher-002.jpg	https://commons.wikimedia.org/wiki/File:Giant_Kingfisher-002.jpg	https://upload.wikimedia.org/wikipedia/commons/3/31/Giant_Kingfisher-002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	195136636e6e5b27d28c848a12d27d767feb3f16f33f04e4c9434313b2e40c6f	224x224
no_dodo_030.jpg	Seehof Phoenicurus ochruros female 5264746.jpg	https://commons.wikimedia.org/wiki/File:Seehof_Phoenicurus_ochruros_female_5264746.jpg	https://upload.wikimedia.org/wikipedia/commons/5/5b/Seehof_Phoenicurus_ochruros_female_5264746.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	6b79bb52dcb5f2c7966038c108312e739f91efc0e373631c5ecfd03db039cb44	224x224
